epoch,stage,train_loss,train_acc,val_loss,val_acc,val_auc,val_sens,val_spec,val_best_thr,val_bestJ,val_best_acc,val_best_sens,val_best_spec,test_loss,test_auc,test_acc_thr05,test_sens_thr05,test_spec_thr05,test_acc_bestthr,test_sens_bestthr,test_spec_bestthr
1,head_only,0.6829981770118078,65.0,0.7437522570292155,20.512820512820515,0.9229390681003584,0.0,0.9999999995833333,0.436,0.7043010748279426,86.32478631740814,0.8709677418418315,0.8333333329861111,,,,,,,,
2,head_only,0.6759823928276698,75.33333333333333,0.5866964240868886,82.05128205128206,0.9345878136200717,0.7956989246456239,0.9166666662847222,0.481,0.7553763436138932,85.47008546278033,0.838709677329171,0.9166666662847222,,,,,,,,
3,head_only,0.6659847194949786,78.5,0.4846919576327006,82.05128205128206,0.9386200716845877,0.7956989246456239,0.9166666662847222,0.463,0.76612903178478,86.32478631740814,0.8494623655000578,0.9166666662847222,,,,,,,,
4,head_only,0.655914224460721,79.0,0.46795346091190976,82.05128205128206,0.9404121863799283,0.7956989246456239,0.9166666662847222,0.661,0.7526881715454099,80.34188033501351,0.7526881719620766,0.9999999995833333,,,,,,,,
5,head_only,0.6260262659688791,81.41666666666667,0.47861075128118197,82.05128205128206,0.9354838709677419,0.7956989246456239,0.9166666662847222,0.623,0.7540322575796516,82.90598289889692,0.7956989246456239,0.9583333329340278,,,,,,,,
6,head_only,0.601544024993976,83.33333333333333,0.5281099325666825,81.19658119658119,0.9345878136200717,0.7956989246456239,0.8749999996354166,0.666,0.7432795694087648,82.05128204426913,0.784946236474737,0.9583333329340278,,,,,,,,
7,head_only,0.551246615673105,85.83333333333333,0.5658433011422555,82.90598290598291,0.9345878136200717,0.8064516128165107,0.9166666662847222,0.807,0.7526881715454099,80.34188033501351,0.7526881719620766,0.9999999995833333,,,,,,,,
8,head_only,0.5582665419081847,85.25,0.6221055710067351,82.05128205128206,0.9247311827956989,0.8064516128165107,0.8749999996354166,0.5630000000000001,0.7231182791012327,82.90598289889692,0.8064516128165107,0.9166666662847222,,,,,,,,
9,cnn_last,0.5335756065696478,85.83333333333333,0.6549706055472294,81.19658119658119,0.921146953405018,0.8064516128165107,0.8333333329861111,0.851,0.732526881237878,81.19658118964132,0.7741935483038502,0.9583333329340278,,,,,,,,
10,cnn_last,0.541290718143185,86.41666666666667,0.6834794693936904,81.19658119658119,0.9157706093189965,0.8064516128165107,0.8333333329861111,0.867,0.7432795694087648,82.05128204426913,0.784946236474737,0.9583333329340278,,,,,,,,
11,cnn_last,0.5458558780699968,86.25,0.699179490779837,81.19658119658119,0.9171146953405017,0.8064516128165107,0.8333333329861111,0.888,0.7432795694087648,82.05128204426913,0.784946236474737,0.9583333329340278,,,,,,,,
12,cnn_last,0.5264583856860796,87.25,0.7239036317293842,81.19658119658119,0.9153225806451613,0.8172043009873975,0.7916666663368055,0.903,0.7432795694087648,82.05128204426913,0.784946236474737,0.9583333329340278,,,,,,,,
12,final_test,,,,,,,,0.903,,,,,0.47072619824937667,0.8643841437503794,85.35980148883375,0.9031141868199615,0.7280701753747307,82.63027295080322,0.8373702421855581,0.7982456139650662
